No,施設名,〒,所在地1,所在地2,℡,開　 設 年月日,解説者,管理者,内科,呼吸器内科,循環器内科,消化器内科,腎臓内科,神経内科,糖尿病内科,血液内科,皮膚科,アレルギー科,リウマチ科,感染症内科,小児科,精神科,心療内科,外科,呼吸器外科,循環器外科,乳腺外科,気管食道外科,消化器外科,泌尿器科,肛門外科,脳神経外科,整形外科,形成外科,美容外科,眼科,耳鼻咽喉科,小児外科,産婦人科,産科,婦人科,リハビリテーション科,放射線科,麻酔科,病理診断科,臨床検査科,救急科,一般病床,療養病床,計,備考,歯科標榜,緯度,経度
83,特別養護老人ホームコンフィ陽だまり苑診療所,957-0055,新発田市,諏訪町1-10-38,0254-24-1111,平成19年4月5日,社会福祉法人 いじみの福祉会,坂上　仁,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,○,37.942837,139.333755
84,特別養護老人ホーム　三の丸　医務室,957-0052,新発田市,大手町4丁目3番4号,0254-20-7200,平成30年2月1日,社会福祉法人　御幸会,須賀　政一,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.951492,139.325241
85,特別養護老人ホームしうんじ,957-0232,新発田市,大字真野原外3331-2,0254-41-4700,昭和63年4月1日,社会福祉法人 紫雲寺加治川福祉会,平塚　雅英,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.018002,139.318329
86,特別養護老人ホームしばた,959-2503,新発田市,大字下中山246-1,0254-31-2100,平成13年5月10日,社会福祉法人 御幸会,若月　秀光,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.992691,139.444641
87,特別養護老人ホーム「豊浦愛宕の園」医務室,959-2311,新発田市,荒町甲1611番地13,0254-20-2211,H.19.4.1,社会福祉法人愛宕福祉会,塩谷　雄二,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.936356,139.321854
88,特別養護老人ホームぢりめき医務室,957-0082,新発田市,佐々木字地利目木2610,0254-32-6330,平成30年3月20日,社会福祉法人　大形福祉会,金原　亘,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.948875,139.255157
89,特別養護老人ホームつきおかの里医務室,959-2335,新発田市,大字本田壬393-1,0254-32-3925,昭和63年4月1日,社会福祉法人　二王子会,馬場　賢哉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.883087,139.284851
90,特別養護老人ホ―ム 二の丸,959-2452,新発田市,上館520番地1,0254-23-3166,令和5年6月1日,社会福祉法人　二王子会,佐々木　一圭,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.970776,139.377319
91,特別養護老人ホーム新発田まごころの里医務室,959-2477,新発田市,下小中山1107番地,0254-33-0377,平成27年3月25日,社会福祉法人真心福祉会,笹川　康夫,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.018883,139.380829
92,特別養護老人ホームくるま乃,957-0347,新発田市,大友17番地1,0254-28-7382,平成27年3月25日,社会福祉法人ゆうしん,有田　正知,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.920658,139.381424
93,特別養護老人ホームヒルトップ　くしがた,959-2511,新発田市,菅谷3345番地1,0254-31-2121,平成22年9月1日,社会福祉法人御幸会,森内　正名,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.984943,139.412430
94,TOPPANｸﾞﾙｰﾌﾟ健康保険組合新潟診療所,957-0021,新発田市,大字五十公野字山崎5270,0254-24-9427,昭和62年1月6日,TOPPANグループ健康保険組合,武田　夏季,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,○,37.932732,139.348312
95,富田産科婦人科クリニック,957-0055,新発田市,諏訪町1-2-15,0254-22-1155,昭和61年12月1日,医療法人社団 富田産科婦人科医院,富田　雅俊,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15,,15 ,分娩取扱い,,37.944706,139.332809
96,富田耳鼻科クリニック,957-0065,新発田市,舟入町3丁目11番18号7,0254-20-1133,平成31年4月15日,富田　雅彦,富田　雅彦,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,37.957821,139.300735
97,中井さくら園診療所,957-0007,新発田市,小舟町2丁目9番13号,0254-22-4297,平成30年5月1日,下越障害福祉事務組合,有田　正知,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.969875,139.323334
98,中川内科医院,957-0052,新発田市,大手町2-1-8,0254-22-4658,平成15年4月1日,中川　巌,中川　巌,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.951393,139.322418
99,なかだい整形外科医院,957-0063,新発田市,新栄町2-11-61,0254-21-2255,平成12年4月1日,医療法人社団 なかだい整形外科医院,中臺　寛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,37.954388,139.299683
100,新潟県新発田保健所,957-8511,新発田市,豊町3-3-2,0254-26-9651,,新潟県,武藤　謙介,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.938526,139.340851
101,二王子温泉クリニック,957-0332,新発田市,虎丸452,0254-25-3535,平成28年9月1日,医療法人社団　Ｍ＆Ｂコラボレーション,古賀　良生,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.926567,139.445541
102,西新発田クリニック,957-0082,新発田市,佐々木175番地,0254-27-3717,平成24年10月4日,飯塚　正仁,飯塚　正仁,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.953068,139.264420
103,西新発田整形外科クリニック,957-0061,新発田市,住吉町4丁目16番16号,0254-26-7070,令和3年11月18日,松﨑　浩德,松﨑　浩德,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,37.942757,139.311295
104,花野内科医院,957-0204,新発田市,稲荷岡2252,0254-41-2138,昭和63年4月1日,花野　政晴,花野　政晴,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.018147,139.322800
105,パルcomfy陽だまり苑診療所,957-0052,新発田市,中央町5丁目924番地1,0254-23-1117,平成26年6月30日,社会福祉法人 いじみの福祉会,山田　尚志,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.953136,139.331177
106,馬場医院,957-0053,新発田市,中央町3-12-12,0254-22-2964,平成11年4月1日,馬場　賢哉,馬場　賢哉,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,37.949001,139.326233
107,原消化器内科医院,957-0016,新発田市,豊町4-5-1,0254-26-8123,平成25年4月1日,医療法人社団鶴嶺会原消化器内科医院,原　秀範,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.940388,139.340271
108,陽だまり苑診療所,957-0356,新発田市,大字岡田1746番地1,0254-20-3800,平成13年4月1日,社会福祉法人 いじみの福祉会,田中　隆,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.951862,139.359055
109,皮ふと子ども　ツインスマイルクリニック,957-0055,新発田市,諏訪町1丁目2番11号 ｲｸﾈｽしばたMINTO館2F,0254-28-8777,平成29年8月17日,德力　篤,德力　篤,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.944584,139.333893
110,平塚ファミリークリニック,957-0233,新発田市,真野原1719-4,0254-41-0011,平成19年4月1日,平塚　雅英,平塚　雅英,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.991730,139.302155
111,松沢医院,957-0054,新発田市,本町2-8-13,0254-22-2880,平成1年8月1日,医療法人社団 松城会,松沢　眞,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,37.951046,139.331833
112,三浦内科医院,957-0063,新発田市,新栄町1丁目6番17号,0254-23-7111,平成10年7月1日,医療法人社団 三浦内科医院,三浦　隆義,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.953579,139.299881
113,三日市内科クリニック,959-2453,新発田市,大字三日市605番地1,0254-23-7788,平成21年4月1日,医療法人社団　三日市内科クリニック,佐々木　一圭,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,胃腸科,,37.964245,139.362595
114,緑町内科・消化器科やまだクリニック,957-0018,新発田市,緑町2丁目16番地9号,0254-26-7177,平成8年4月1日,医療法人社団　緑町内科・消化器科やまだクリニック,山田　尚志,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.960632,139.332748
115,みゆき町内科クリニック,957-0057,新発田市,御幸町4-6-2,0254-28-7901,平成28年5月1日,医療法人　若生会,若生　康一,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.942505,139.316284
116,山崎皮膚科医院,957-0052,新発田市,大手町1丁目13-8,0254-26-3533,平成2年4月14日,山崎　龍彦,山崎　龍彦,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.951008,139.324753
117,養護老人ホ―ムあやめ寮,957-0016,新発田市,豊町3-10-3,0254-24-1581,令和2年4月1日,下越福祉行政組合,田中　隆,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.935898,139.338959
118,陸上自衛隊新発田駐屯地医務室,957-0052,新発田市,大手町6-4-16,0254-22-3151,昭和62年3月16日,防衛庁,村井　良太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,,5 ,,○,37.955433,139.322327
119,若桑クリニック,957-0062,新発田市,富塚町1-15-9,0254-22-5700,平成15年12月18日,若桑　正一,若桑　正一,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,胃腸科,,37.834469,139.225952
120,渡部整形外科,957-0018,新発田市,緑町3丁目3番2号,0254-28-6363,平成24年10月1日,医療法人社団渡部整形外科,渡部　憲一,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.832108,139.218765
121,阿賀野市水原保健センター診療所,959-2025,阿賀野市,岡山町10-15,0250-62-2510,平成16年4月1日,阿賀野市,（巡回診療）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.834339,139.226776
122,あがの八雲診療所,959-2221,阿賀野市,保田5685-1,0250-68-1722,H.19.9.1,社会福祉法人阿賀野福祉会,佐藤　達哉,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.769493,139.225571
123,うえき内科クリニック,959-2025,阿賀野市,岡山町4-6,0250-61-2200,平成1年12月1日,植木　一弥,植木　一弥,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.835011,139.223389
124,うちだ内科医院,959-2062,阿賀野市,市野山192-3,0250-61-2020,平成23年4月11日,内田　守昭,内田　守昭,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,内視鏡内科,,37.822063,139.224503
125,恩田整形外科医院,959-2031,阿賀野市,金田町95-1,0250-62-0515,昭和63年4月1日,医療法人社団　恩田整形外科医院,恩田　直明,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,,18 ,,,37.829475,139.229660
126,京ヶ瀬診療所,959-2112,阿賀野市,曽郷1011番地1,0250-67-4356,平成10年12月1日,医療法人社団　京ヶ瀬診療所,島田　克巳,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.843796,139.186783
127,佐藤眼科医院,959-2021,阿賀野市,中央町2-12-28,0250-63-2660,昭和62年8月1日,医療法人社団　佐藤眼科医院,佐藤　健二,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.838966,139.222977
128,身体障害者療護施設宝珠苑,959-2221,阿賀野市,保田字中山5683-23,0250-68-1511,平成9年10月28日,社会福祉法人　阿賀北総合福祉協会,横関　明男,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.769493,139.225571
129,田中皮膚科医院,959-2062,阿賀野市,市野山191-3,0250-63-2222,平成18年6月2日,医療法人　翠正会,田中　正明,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.822063,139.224503
130,特別養護老人ホーム　かがやき苑　診療所,959-2205,阿賀野市,寺社甲3848-212,0250-68-7770,平成27年10月1日,社会福祉法人　かがやき福祉会,齋藤　徹,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.786777,139.231461
131,特別養護老人ホームコスモスの里診療所,959-2122,阿賀野市,飯森杉437-2,0250-67-9065,平成1年12月1日,社会福祉法人　阿賀北総合福祉協会,片桐　敦子,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.837891,139.188492
132,特別養護老人ホームシンパシー,959-2004,阿賀野市,南安野町8番20号,0250-62-9180,平成22年10月1日,社会福祉法人　飛翔福祉会,栗田　聡,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.836098,139.211838
133,特別養護老人ホーム白鳥荘診療所,959-2034,阿賀野市,百津88番地,0250-62-0333,平成21年4月1日,社会福祉法人　阿賀北総合福祉協会,片桐　敦子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.827366,139.212845
134,特別養護老人ホームはぐろの里　診療所,959-1924,阿賀野市,畑江字原333-7,0250-63-9871,平成6年4月1日,社会福祉法人　阿賀北総合福祉協会,廣瀬　慎太郎,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,37.823559,139.303909
135,特別養護老人ホーム　やすだの里,959-2221,阿賀野市,保田字中山5683-23,0250-68-1510,平成9年10月28日,社会福祉法人　阿賀北総合福祉協会,佐藤　達哉,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.769493,139.225571
136,ながい眼科クリニック,959-2062,阿賀野市,市野山191-1,0250-47-4475,平成28年4月1日,医療法人社団　GNK,長井　慎吾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.822063,139.224503
137,永田医院,959-1919,阿賀野市,山崎340,0250-62-2412,平成29年9月1日,永田　邦夫,永田　邦夫,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.839710,139.268524
138,本田脳神経外科クリニック,959-2026,阿賀野市,下条町13番12号,0250-63-1111,平成27年4月1日,医療法人社団　本田脳神経外科クリニック,本田　吉穂,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.835461,139.219360
139,安田診療所,959-2221,阿賀野市,保田1756-1,0250-68-2148,平成16年4月1日,医療法人社団　安田診療所,斎藤　徹,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.773476,139.234467
140,やまざき小児科,959-2025,阿賀野市,岡山町7番12号,0250-62-8500,平成24年9月1日,医療法人社団　山﨑医院,山崎　恒,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.059719,139.410294
141,わだ耳鼻咽喉科クリニック,959-2026,阿賀野市,下条町13-11,0250-63-1212,平成27年9月1日,医療法人社団　真和会,和田　匡史,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,38.072781,139.461929
142,小野耳鼻科医院,959-2644,胎内市,大川町15番10号,0254-44-3387,平成25年4月1日,小野　茂樹,小野　茂樹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,38.051773,139.407120
143,㈱クラレ新潟事業所医務室,959-2653,胎内市,倉敷町2-28,0254-43-2521,平成1年12月1日,株式会社クラレ新潟事業所,渡邉　和夫,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.066029,139.405426
144,坂上医院,959-2645,胎内市,本町3-29,0254-43-2052,昭和63年4月1日,医療法人社団　坂上医院,坂上　敏文,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.051872,139.403351
145,鈴木医院,959-2614,胎内市,大字平木田1506,0254-46-2430,昭和62年8月1日,鈴木　雄,鈴木　雄,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.091843,139.430664
146,相馬医院,959-2712,胎内市,築地1855,0254-45-2027,昭和61年12月1日,相馬　隆,相馬　隆,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.061394,139.360123
147,胎内市巡回診療所,959-2642,胎内市,新和町2番10号,0254-44-8680,平成17年9月1日,胎内市,（巡回診療）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.059074,139.410278
148,胎内やすらぎの家診療所,959-2823,胎内市,熱田坂字長崎野881番地86,0254-48-3134,平成1年12月1日,社会福祉法人　愛光会,千野　早苗,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.027847,139.479675
149,丹呉医院,959-2659,胎内市,あかね町26番25号,0254-43-7100,平成23年9月12日,丹呉　益夫,丹呉　益夫,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.055901,139.394577
150,地域密着型特別養護老人ホームりんどう診療所,959-2805,胎内市,下館1523番地,0254-47-2222,平成27年4月29日,社会福祉法人　くろかわ福祉会,吉田　潤子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.072781,139.461929
151,ちの泌尿器科・内科医院,959-2643,胎内市,東本町22-10-3,0254-43-6131,平成17年2月1日,千野　健志,千野　健志,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.058048,139.413010
152,時田医院,959-2602,胎内市,大字乙1177,0254-46-2216,平成8年4月1日,医療法人社団　時田医院,時田　亮,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.117428,139.403732
153,特別養護老人ホーム胎内まごころの里医務室,959-2712,胎内市,築地3715番地3,0254-28-8666,平成24年10月1日,社会福祉法人　真心福祉会,花野　伸一,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.050083,139.342621
154,特別養護老人ホーム胎内まごころの里きのと　医務室,959-2604,胎内市,大出730番地1,0254-27-0556,平成27年5月1日,社会福祉法人　真心福祉会,時田　亮,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.102158,139.393188
155,特別養護老人ホーム　とっさか,959-2656,胎内市,西本町286-3,0254-44-8588,平成1年10月1日,社会福祉法人　二王子会,堀川　誠也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.052341,139.396591
156,中条駅前じゅん耳鼻科,959-2631,胎内市,表町6-17-8,0254-39-1155,平成28年9月1日,医療法人社団　順風会,渡邉　順,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,38.049789,139.398575
157,中条地区休日診療所,959-2656,胎内市,西本町11番11号,0254-43-3700,令和2年4月1日,下越福祉行政組合,渡邊　順,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.052368,139.395615
158,野々村眼科医院,959-2646,胎内市,西栄町5-24,0254-44-8400,昭和47年3月20日,医療法人社団　野々村眼科医院,野々村　正博,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.052288,139.399765
159,橋本医院,959-2643,胎内市,東本町21-56,0254-43-2338,昭和51年11月1日,医療法人社団　橋本医院,橋本　敏之,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,胃腸科,,38.057140,139.412720
160,はなの医院,959-2712,胎内市,築地1851,0254-45-2008,平成19年12月1日,花野　伸一,花野　伸一,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,胃腸科,,38.050083,139.342621
161,ひまわり荘診療所,959-2804,胎内市,塩沢279番地,0254-47-3100,昭和63年4月1日,下越福祉行政組合,千野　早苗,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,38.082115,139.445969
162,ひらの整形外科医院,959-2644,胎内市,大川町15-11,0254-39-1010,平成16年10月1日,医療法人社団　ひらの整形外科医院,平野　明,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,38.051739,139.407227
163,養護老人ホームひめさゆり診療所,959-2805,胎内市,下館820番地2,0254-26-1501,令和2年4月1日,下越福祉行政組合,吉田　潤子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,37.974442,139.274460
164,わたなべ医院,959-2632,胎内市,新栄町2-37,0254-43-5955,昭和62年4月1日,医療法人社団　わたなべ医院,渡邉　和夫,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,胃腸科,,37.974442,139.274460
