No,施設名,〒,所在地1,所在地2,℡,開　 設 年月日,開設者,管理者,歯科,矯正,小歯,口腔,備考,緯度,経度
164,東三条歯科,955-0047,三条市,東三条1-18-9,0256-35-1240,昭和53年12月12日,石田　光錫,石田　光錫,1,1,1,0,,37.628338,138.97226
165,ファミリー歯科診療所,955-0082,三条市,西裏館2-4-21,0256-32-3806,令和8年2月11日,佐藤　勇資,佐藤  武,1,1,0,0,,37.636795,138.955856
166,ふるかわ歯科医院,955-0084,三条市,石上2-14-15,0256-36-7755,平成14年7月15日,古川　達也,古川　達也,1,0,1,1,,37.644432,138.954697
167,星野歯科医院,955-0033,三条市,西大崎1-20-22,0256-38-7680,平成2年4月1日,医療法人社団　星野歯科医院,星野  正宏,1,0,0,0,,37.621117,138.986465
168,本成寺歯科クリニック,955-0823,三条市,東本成寺488-1,0256-33-7544,平成10年7月2日,近藤  慎也,近藤  慎也,1,0,1,1,,37.614292,138.947983
169,森山歯科医院,955-0071,三条市,本町5-1-10,0256-32-0825,昭和56年9月2日,森山　静子,-,1,0,0,0,,37.630253,138.952591
170,やちだ歯科医院,955-0022,三条市,上保内乙216番地2,0256-38-6480,平成8年5月24日,谷地田  弘,谷地田  弘,1,0,1,0,,37.639847,139.012955
171,横山歯科医院,955-0842,三条市,島田2-6-25,0256-33-7575,平成4年10月5日,横山  茂,横山  茂,1,0,1,0,,37.626534,138.943527
172,吉野矯正歯科,955-0047,三条市,東三条1-5-1 川商ﾋﾞﾙ4のA,0256-34-8525,平成18年2月1日,吉野　登志也,吉野　登志也,0,1,0,0,,37.631371,138.972397
173,嵐南歯科金子,955-0852,三条市,南四日町4丁目11-48,0256-34-1181,平成4年4月2日,金子  昭彦,金子  昭彦,1,0,1,0,,37.617733,138.952728
174,川崎歯科医院,955-0071,三条市,本町2丁目4-1,0256-35-3916,令和6年6月1日,川嵜　隆憲,川嵜　隆憲,1,0,1,0,,37.630108,138.956909
175,こころ歯科県央クリニック,955-0091,三条市,上須頃1597番地1ﾒﾃﾞｨｶﾙﾌﾟﾗｻﾞ21 3階2号室,0256-47-4360,令和6年9月9日,近藤　元,近藤　元,1,1,1,1,,37.636944,138.937607
176,田巻歯科医院,955-0072,三条市,元町2-29,0256-33-1137,令和6年1月1日,田巻  友一,田巻  友一,1,0,1,1,,37.631405,138.955353
177,愛育デンタルクリニック　矯正歯科・小児歯科,955-0081,三条市,東裏館1丁目9番5号,0256-33-8088,令和8年4月1日,医療法人社団　愛育会,大平　育代,1,1,1,1,,37.633163,138.95575
178,あおやぎ歯科医院,959-1361,加茂市,大字下条甲503番地16,0256-53-5010,平成13年5月1日,青柳  敏彦,青柳  敏彦,1,0,1,0,,37.658276,139.027054
179,ささおか歯科医院,959-1384,加茂市,寿町20-18,0256-52-2020,平成6年4月11日,笹岡  栄作,笹岡  栄作,1,0,0,0,,37.658379,139.043335
180,上条渡辺歯科医院,959-1332,加茂市,上条4番36号,0256-52-0151,平成10年8月9日,渡辺  敏彦,渡辺  敏彦,1,0,1,0,,37.658123,139.062714
181,すぎもと歯科,959-1353,加茂市,五番町4-6,0256-52-3100,平成18年11月24日,杉本  優,杉本  優,1,1,0,0,,37.656879,139.06073
182,武内歯科医院,959-1383,加茂市,旭町10-18,0256-53-0648,平成10年9月1日,医療法人社団　佐武会,武内  宏二郎,1,1,1,1,,37.659603,139.043884
183,永井こども歯科医院,959-1381,加茂市,新栄町2番2号,0256-52-1182,平成14年7月1日,医療法人社団　永井歯科医院,永井  正志,1,1,1,0,,37.6646,139.041412
184,皆川歯科医院,959-1371,加茂市,穀町6-17,0256-52-0232,令和2年12月17日,皆川  佳徳,皆川  佳徳,1,0,0,0,,37.659809,139.053009
185,米山歯科医院,959-1383,加茂市,旭町13-25,0256-53-4184,平成10年10月28日,米山  博義,米山  博義,1,1,1,1,,37.660465,139.042404
186,ロイヤル歯科クリニック,959-1378,加茂市,駅前5番18号 2階,0256-57-1700,平成25年3月21日,医療法人社団　心愛会,白鳥　美歩,1,1,1,0,,37.658951,139.051132
187,渡辺歯科医院,959-1373,加茂市,松坂町2-24,0256-52-0645,令和元年10月31日,野田  眞理子,野田  眞理子,1,0,0,0,,37.658161,139.052063
188,さくま歯科医院,959-1313,加茂市,幸町1-12-14,0256-47-5422,令和7年5月21日,佐久間　慎,佐久間　慎,1,0,1,1,,37.663155,139.044418
189,東町歯科医院,959-0265,燕市,吉田東町3257-4,0256-92-7300,平成29年7月1日,医療法人社団　結愛会,小林　章人,1,1,1,1,,37.695625,138.881454
190,いからし歯科医院,959-1289,燕市,東太田2971番地1,0256-64-2174,令和5年12月1日,五十嵐　友樹,五十嵐　友樹,1,0,0,0,,37.669083,138.914597
191,石田歯科医院,959-0231,燕市,吉田日之出町2-11,0256-93-4194,令和3年11月1日,医療法人社団　石田歯科医院,石田　健太,1,0,1,1,,37.686165,138.879257
192,井手口歯科クリニック,959-1289,燕市,東太田7047番,0256-66-5788,平成20年7月14日,井手口　孝,井手口　孝,1,0,1,0,,37.669083,138.914597
193,いとう歯科医院,959-0111,燕市,横田519-3,0256-66-5533,平成8年7月10日,伊藤　直之,伊藤　直之,1,1,1,0,,37.626907,138.882324
194,江村歯科医院,959-1264,燕市,八王寺703,0256-61-5884,平成13年10月11日,江村　兼太郎,江村　兼太郎,1,0,1,0,,37.645,138.920319
195,奥山歯科医院,959-1284,燕市,杣木3167-1,0256-61-2250,平成11年3月1日,奥山　克史,奥山　克史,1,1,1,0,,37.677166,138.905563
196,亀倉歯科医院,959-0237,燕市,吉田堤町11-5,0256-92-7393,昭和61年4月1日,医療法人社団　亀倉歯科医院,亀倉　陽一,1,0,0,0,,37.688229,138.8797
197,河田歯科醫院,959-0251,燕市,吉田本所字本地99-3,0256-93-4608,平成4年11月4日,河田　良二,河田　良二,1,0,1,1,,37.697727,138.87851
198,県央ランドマーク歯科,959-1234,燕市,南7丁目17番9-5号,0256-47-7031,平成30年10月15日,安部　祐策,安部　祐策,1,0,1,0,,37.657669,138.935593
199,小司歯科医院,959-0232,燕市,吉田東栄町51-17,0256-92-2211,平成25年1月10日,小司　利昭,小司　利昭,1,0,0,1,,37.680878,138.876892
200,齋藤歯科医院,959-1261,燕市,秋葉町4-6-27,0256-64-5210,昭和63年10月17日,医療法人社団　信和会,齋藤　信平,1,0,0,0,,37.663246,138.915649
201,佐藤歯科医院,959-0127,燕市,分水文京町2-1,0256-98-4181,平成5年8月2日,佐藤　和之,佐藤　和之,1,0,0,0,,37.634815,138.842438
202,さとう歯科クリニック,959-0266,燕市,吉田文京町2-15,0256-93-3022,平成元年5月22日,佐藤　浩之,佐藤　浩之,1,0,0,0,,37.70166,138.881256
203,さとう歯科クリニック,959-1232,燕市,井土巻5丁目33,0256-62-4422,平成元年10月9日,佐藤　俊弘,佐藤　俊弘,1,1,1,0,,37.65237,138.938477
204,七里歯科医院,959-1234,燕市,南1-16-13,0256-64-2004,平成元年4月14日,七里　俊雄,七里　俊雄,1,0,0,0,,37.659702,138.924835
205,篠原歯科医院,959-1244,燕市,中央通3丁目6-20,0256-66-3111,平成4年5月6日,篠原　哲也,篠原　哲也,1,0,1,0,,37.668362,138.933182
206,親水公園前歯科,959-0215,燕市,吉田下中野3406,0256-78-8422,平成29年9月14日,塙　健志,塙　健志,1,1,1,1,,37.677677,138.87442
207,高井歯科医院,959-1261,燕市,秋葉町3-7-23,0256-63-2492,平成28年5月15日,高井　晃,高井　晃,1,0,0,0,,37.661274,138.918198
208,高桑歯科医院,959-1255,燕市,新町2-37,0256-64-2785,令和4年5月1日,医療法人社団 高桑歯科医院,高桑　雅宣,1,1,1,0,,37.66391,138.931442
209,タグチ歯科医院,959-0116,燕市,新興野8番33号,0256-91-3200,平成10年3月16日,田口　智,田口　智,1,0,0,0,,37.625107,138.852798
210,田邊歯科医院,959-0123,燕市,大川津1126-10,0256-98-0300,平成14年4月2日,田邊　一之,田邊　一之,1,1,1,1,,37.607101,138.84198
211,筒井歯科医院,959-1253,燕市,本町2丁目3番10号,0256-62-2593,昭和55年9月1日,筒井　裕,筒井　裕,1,0,0,0,,37.666332,138.928665
212,デンタルクリニック　ツチヤ,959-0264,燕市,吉田3751,0256-93-1182,平成21年4月1日,医療法人　デンタルクリニックツチヤ,土屋　信人,1,1,1,0,,37.699081,138.884384
213,とさかデンタルクリニック,959-1232,燕市,井土巻2丁目237番地,0256-66-3748,平成28年6月11日,登坂　祐介,登坂　祐介,1,0,1,1,,37.652771,138.932007
214,なかじま歯科医院,959-0115,燕市,分水学校町一丁目1番19号,0256-97-1110,平成4年4月17日,医療法人社団　なかじま歯科医院,中島　正晴,1,0,0,1,,37.627514,138.845825
215,はすみ歯科医院,959-1265,燕市,道金860-1,0256-62-4182,平成3年5月27日,蓮實　記人,蓮實　記人,1,1,1,0,,37.639137,138.912384
216,歯のお医者さんしらとり,959-0264,燕市,吉田3738-2,0256-91-1811,平成19年4月18日,医療法人社団 心愛会,中川　由章,1,1,1,1,,37.694321,138.885544
217,穂苅歯科医院,959-0113,燕市,笈ｹ島1223-1,0256-98-6474,平成7年4月20日,穂苅　雅人,穂苅　雅人,1,0,0,0,,37.627632,138.852859
218,本多歯科医院,959-1251,燕市,白山町1-1-14,0256-63-8241,平成元年4月20日,本多　真一,本多　真一,1,1,1,1,,37.665295,138.919861
219,美樹歯科クリニック,959-1262,燕市,水道町4丁目484-1,0256-66-4618,平成12年7月25日,柳原　美樹,柳原　美樹,1,1,1,0,,37.659702,138.911011
220,八子歯科医院,959-0124,燕市,五千石3649-1,0256-98-2520,昭和61年4月18日,八子　誠一郎,八子　誠一郎,1,1,1,0,,37.620754,138.840866
221,よしだ歯科クリニック,959-0248,燕市,吉田浜首町29-18,0256-93-5205,平成11年5月18日,吉田　美奈子,吉田　美奈子,1,0,0,0,,37.691959,138.870209
222,渡部歯科医院,959-0264,燕市,吉田2780-2,0256-93-6483,平成6年7月20日,渡部　修也,渡部　修也,1,1,1,0,,37.693611,138.886734
223,わたべ歯科クリニック,959-1289,燕市,東太田1204-2,0256-63-8148,平成6年7月11日,渡部　正人,渡部　正人,1,0,1,0,,37.678585,138.936035
224,めぐみデンタルクリニック,959-1261,燕市,秋葉町1丁目8番11号,0256-62-2277,令和6年6月12日,荒澤　恵,荒澤　恵,1,0,0,0,,37.66151,138.922699
225,みや歯科医院,959-0129,燕市,地蔵堂本町3丁目6番1号,0256-97-2022,令和7年2月1日,宮本　隆道,宮本　隆道,1,0,0,0,,37.627495,138.842422
226,Bookmark Dental Clinic,959-0264,燕市,吉田2748-1,0256-78-8558,令和7年10月10日,坂詰　智美,坂詰　智美,1,1,1,1,,37.694321,138.885544
227,川名歯科医院,959-1513,田上町,大字川船河甲1073-17,0256-53-4180,平成9年5月8日,川名  豊,川名  豊,1,0,0,0,,37.679783,139.061264
228,櫻木歯科医院,959-1502,田上町,田上丙1209-8,0256-57-5097,平成31年3月11日,本間　加奈,本間　加奈,1,1,1,1,,37.712906,139.073029
229,潤歯科,959-1503,田上町,大字原ヶ崎新田2019-4,0256-46-8822,令和2年3月16日,石田　潤,石田　潤,1,0,0,0,,37.696651,139.062775
230,瀬髙歯科医院,959-1502,田上町,大字田上字横山丙2494-6,0256-57-5441,平成20年3月27日,瀬高  昌士,瀬高  昌士,1,0,1,0,,37.706715,139.068985
231,ひまわり歯科医院,959-1502,田上町,大字田上丁2402-49,0256-57-6480,平成14年6月1日,樋浦　健二,樋浦　健二,1,1,1,0,,37.70314,139.066727
232,大橋歯科医院,959-0305,弥彦村,矢作柿ﾉ浦7435,0256-94-5677,平成9年8月22日,大橋　勝美,大橋　勝美,1,1,1,1,,37.692013,138.856781
233,田村歯科医院,959-0323,弥彦村,弥彦2566-3,0256-94-2561,平成26年10月1日,高野　尚子,高野　尚子,1,0,0,0,,37.70446,138.829651
234,あおば歯科クリニック,940-2124,長岡市,希望が丘1-7-1,0258-21-3420,平成19年4月1日,(医社)あおば歯科クリニック,村松　瑞人,1,1,1,1,,37.442448,138.810486
235,青葉台歯科医院,940-2145,長岡市,青葉台1-甲120-8,0258-46-7992,平成11年5月12日,石上　晴海,石上　晴海,1,0,1,0,,37.446327,138.749207
236,あかしば矯正歯科クリニック,940-0062,長岡市,大手通1-4-1ﾎﾞﾜｰﾙﾋﾞﾙ3階,0258-35-3691,平成20年4月1日,医療法人社団スマイル,赤柴　豊英,1,1,0,0,,37.446819,138.851379
237,あけぼの歯科,940-0832,長岡市,曙1丁目3-21,0258-39-5200  ,平成14年5月1日,渡辺　泰典,渡辺　泰典,1,0,0,0,,37.426079,138.84874
238,阿部歯科医院,940-0076,長岡市,本町1-3-1,0258-32-1555,平成27年4月1日,医療法人社団　阿部歯科医院,阿部　幸作,1,0,1,1,,37.448162,138.845581
239,阿部歯科医院,940-2015,長岡市,江陽1-2-28,0258-29-1800,昭和58年12月14日,阿部　幸子,阿部　幸子,1,0,1,1,,37.474689,138.838013
240,いだ歯科医院,940-2106,長岡市,古正寺3-20,0258-27-7700,平成26年10月1日,依田　洋明,依田　洋明,1,0,0,0,,37.457733,138.823471
241,今井歯科医院,940-0093,長岡市,水道町4-2-25,0258-36-4657,平成8年4月15日,今井　英一,今井　英一,1,0,1,0,,37.457802,138.84613
242,入江歯科医院,940-0076,長岡市,本町2-4-24,0258-32-1522,平成2年8月1日,(医社)入江会,入江　修,1,0,0,0,,37.450832,138.846817
243,上野歯科医院,940-0003,長岡市,高見1-7-9,0258-24-1800,平成元年10月14日,上野　隆,上野　隆,1,0,1,0,,37.499954,138.867569
244,大竹矯正歯科医院,940-0048,長岡市,台町2-1-26,0258-32-2112,平成13年11月4日,(医社)大竹矯正歯科医院,大竹　正人,1,1,0,0,,37.445248,138.855759
245,大平歯科医院,940-0073,長岡市,船江町3-11,0258-34-3223,平成23年12月16日,高田　美由紀,高田　美由紀,1,0,0,0,,37.448875,138.844803
246,大塚歯科医院,940-0065,長岡市,坂之上町3-3-10,0258-32-4564,平成17年9月1日,大塚　優,大塚　優,1,1,1,1,,37.451275,138.850952
247,大野歯科医院,940-2141,長岡市,藤橋1-284-1,0258-46-8211,平成8年6月18日,大野　篤,大野　篤,1,0,0,0,,37.428688,138.786133
248,要町歯科,940-1153,長岡市,要町2-8-6,0258-33-5700,平成12年6月1日,永井　博美,永井　博美,1,1,1,0,,37.428547,138.840805
249,萱中歯科医院,940-0067,長岡市,関東町1-9,0258-32-8500,平成15年5月14日,萱中　智幸,萱中　智幸,1,0,0,0,,37.451599,138.851852
250,かさい歯科医院,940-1151,長岡市,三和3丁目8-3,0258-31-5665,平成14年4月15日,笠井　郁雄,笠井　郁雄,1,0,1,1,,37.433468,138.837418
251,かりや歯科医院,940-0035,長岡市,東神田1-3-23,0258-39-5977,平成26年4月1日,刈屋　功,刈屋　功,1,0,0,0,,37.455872,138.862198
252,神田歯科,940-0052,長岡市,神田町1-1-7,0258-33-0003,昭和61年12月1日,(医社)青樹会,山本　貴和子,1,0,0,0,,37.453602,138.852646
253,神成歯科医院,940-0094,長岡市,中島6-1-4,0258-37-0418,平成11年4月8日,神成　庸ニ,神成　庸ニ,1,0,1,1,,37.454414,138.850601
254,北島歯科医院,940-1106,長岡市,宮内2-8-6,0258-33-2131,平成17年4月1日,北島　匡,北島　匡,1,0,0,0,,37.419991,138.840668
255,鞍立歯科医院,940-0076,長岡市,本町2-3-2,0258-32-1511,平成10年5月21日,鞍立　暁則,鞍立　暁則,1,0,0,0,,37.450687,138.847321
256,小海歯科医院,940-1103,長岡市,曲新町542-1,0258-33-8881,平成元年11月8日,小海　潔,小海　潔,1,0,1,0,,37.421329,138.846405
257,小林歯科クリニック,940-0033,長岡市,今朝白2-8-5,0258-34-6644,平成11年4月1日,(医社）小林歯科クリニック,小林　茂広,1,0,1,0,,37.448692,138.85849
258,駒形歯科クリニック,940-0864,長岡市,川崎6-1349-3,0258-32-8148,平成元年9月1日,駒形　廉平,駒形　廉平,1,0,0,0,,37.454578,138.874924
259,斉藤歯科医院,940-0053,長岡市,長町1-3-9,0258-32-3074,平成5年7月1日,斉藤　正,斉藤　正,1,0,0,0,,37.454147,138.854034
260,さいとう歯科,940-0897,長岡市,新組町字筒場2196-3,0258-25-2582,平成15年4月22日,斎藤　了,斎藤　了,1,0,1,1,,37.49934,138.874069
261,さくら歯科,940-0805,長岡市,浦瀬町478-2,0258-44-7080,平成13年8月10日,能代谷　真理,能代谷　真理,1,0,1,0,,37.467464,138.903595
262,沢矯正歯科医院,940-0061,長岡市,城内町2-6-13,0258-36-5023,昭和61年12月1日,(医社）沢矯正歯科医院,澤　秀一郎,0,1,0,0,,37.448887,138.852859
263,しぶや歯科医院,940-0861,長岡市,川崎町581-4,0258-36-1820,平成11年9月1日,(医社）しぶや歯科医院,渋谷　佳伸,1,1,1,1,,37.457932,138.867767
264,しみず歯科医院,940-0029,長岡市,東蔵王2-6-12,0258-25-3003,平成8年4月1日,清水　雄介,清水　雄介,1,0,0,0,,37.47176,138.855453
265,すずき歯科医院,940-2005,長岡市,巻島2-5-1,0258-22-5677,平成15年7月23日,鈴木　英弘,鈴木　英弘,1,0,1,1,,37.481152,138.835632
266,関歯科医院,940-0097,長岡市,山田1-8-10,0258-33-3598,平成21年5月19日,関　晴夫,関　晴夫,1,0,0,0,,37.445621,138.841064
267,そりまち歯科医院,940-0016,長岡市,宝1-2-21,0258-25-1210,平成13年7月11日,反町　晋康,反町　晋康,1,0,1,0,,37.480957,138.857178
268,たかはし歯科医院,940-2023,長岡市,蓮潟1-17-12,0258-28-6480,平成8年4月15日,高橋　秀彦,高橋　秀彦,1,0,0,0,,37.46521,138.820465
269,高橋小児歯科医院,940-0062,長岡市,大手通1-5-2ﾀｶﾉﾋﾞﾙ4階,0258-36-5622,昭和60年4月1日,高橋　喜一,高橋　喜一,1,1,1,1,,37.447548,138.851273
270,田村歯科医院,940-2035,長岡市,関原町1-1060-4,0258-46-2180,昭和58年9月10日,田村　哲郎,田村　哲郎,1,0,0,0,,37.452606,138.776794
271,田村歯科クリニック,940-0025,長岡市,泉町1-2-1,0258-39-4155,平成24年5月1日,医療法人光有会　田村歯科クリニック,田村　宏,1,0,1,0,,37.463856,138.853714
272,中川歯科医院,940-0061,長岡市,城内町2-5-2,0258-32-2041,昭和60年4月1日,中川　昭,中川　昭,1,0,1,0,,37.449085,138.852097
273,なかじま歯科クリニック,940-1162,長岡市,西宮内2-33,0258-37-8200,平成12年11月13日,中島　幹夫,中島　幹夫,1,0,1,0,,37.428108,138.836838
274,中野歯科医院,940-2113,長岡市,大山2-3-10,0258-29-4199,平成4年8月18日,中野　陽介,中野　陽介,1,0,0,0,,37.441154,138.817581
275,永井歯科医院,940-0023,長岡市,新町1-1-8,0258-33-2934,平成17年6月22日,永井　恵子,永井　恵子,1,0,0,0,,37.459732,138.855713
276,一般社団法人長岡歯科医師会長岡休日急患歯科診療所,940-0084,長岡市,幸町2-1-1,0258-33-9644,平成26年5月18日,一般社団法人長岡歯科医師会,笠井　郁雄,1,0,0,0,,37.435719,138.839935
277,ながおか歯科,940-0088,長岡市,柏町1-4-22,0258-33-8644,平成13年3月1日,医療法人徳進会,山崎　和彦,1,1,1,0,,37.443569,138.847305
